行政區,路權單位,申挖種類,工程類型,鋪面,修復管理費,路面修復費,施工期限_起,施工期限_止,施工面積,修復面積,施工地點
中壢區,工務局,一般,搶修,柏油,112,7228,101/04/11,101/04/11,1.4,12.25,中壢區縣道：48號(線)道路0公里+0公尺至0公里+0公尺[新中北路、普忠路口]
中壢區,中壢區,一般,新設,柏油,192,9620,101/05/22,101/05/25,2.4,26,中壢區普仁里中北路14號
平鎮區,平鎮區,一般,新設,柏油,864,0,101/05/23,101/05/25,10.8,0,平鎮區義興里環南路365號
八德區,八德區,一般,新設,柏油,384,0,101/05/03,101/05/06,4.8,0,八德區白鷺里合興路20-2號
大園區,大園區,一般,新設,柏油,1200,44400,101/05/17,101/05/20,15,120,大園區五青路68號[後面]
中壢區,中壢區,一般,新設,柏油,2592,43475,102/03/01,102/03/05,32.4,117.5,中壢區忠孝里成章二街街503號[本工程含2處既設手孔提升]
平鎮區,平鎮區,一般,新設,柏油,1408,0,101/05/15,101/05/18,17.6,0,平鎮區東勢里三興路東勢段233號至三興路東勢段233號[旁]
八德區,八德區,一般,新設,柏油,128,0,101/06/25,101/06/28,1.6,0,八德區建國路50巷36號
中壢區,中壢區,一般,孔蓋昇降,柏油,240,22200,101/05/29,101/06/01,3,60,中壢區新街里元化路271巷28號
八德區,八德區,一般,其它,柏油,1664,0,101/05/25,101/05/28,20.8,0,八德區桃德路21號至桃德路25號[對面]
八德區,八德區,一般,其它,柏油,4608,0,101/06/02,101/06/05,57.6,0,八德區桃德路8巷1號至桃德路8巷11號
蘆竹區,工務局,一般,新設,柏油,224,10325,101/05/09,101/05/12,2.8,17.5,蘆竹區富國路2段325號[邊)(桃15線1k+250]
中壢區,中壢區,一般,新設,柏油,192,6660,101/05/21,101/05/24,2.4,18,中壢區東興里健行路213號至健行路213號[旁]
楊梅區,楊梅區,一般,新設,柏油,6400,424380,101/05/29,101/06/01,80,174,楊梅區大成路238號至大成路254號[及光前街21號附近]
中壢區,工務局,一般,搶修,柏油,696,20532,101/04/11,101/04/11,8.7,34.8,中壢區縣道：112號(線)道路23公里+500公尺至23公里+500公尺[中壢市龍岡路三段570號前]
蘆竹區,工務局,一般,搶修,柏油,312,7228,101/04/10,101/04/10,3.9,12.25,蘆竹區縣道：49號(線)道路0公里+800公尺至0公里+800公尺[蘆竹鄉龍安街二段329號前]
蘆竹區,蘆竹區,一般,新設,柏油,448,0,101/06/12,101/06/15,5.6,0,蘆竹區中正北路328-1號
蘆竹區,蘆竹區,一般,新設,柏油,320,0,101/06/10,101/06/13,4,0,蘆竹區南順四街50號[對面]
平鎮區,平鎮區,一般,新設,柏油,320,0,101/05/01,101/05/04,4,0,平鎮區金陵里振平街259號至振平街259號[旁]
中壢區,中壢區,一般,新設,柏油,960,25160,101/05/14,101/05/17,12,68,中壢區水尾里永清街283號至永清街283號
中壢區,中壢區,一般,檢修,柏油,560,14060,101/05/07,101/05/10,7,38,中壢區中山里榮民路389號至榮民路426號[中壢市榮民路389-426號]
中壢區,中壢區,一般,新設,柏油,384,5920,101/05/23,101/05/26,4.8,16,中壢區五權里中央路[施工地點位於中壢市中央路上(在中央路36號右邊空地前)]
蘆竹區,蘆竹區,一般,新設,柏油,128,0,101/05/24,101/05/27,1.6,0,蘆竹區鎮江街19-1號
中壢區,中壢區,一般,新設,柏油,288,10360,101/05/24,101/05/27,3.6,28,中壢區芝芭里文智路153號至文智路153號[旁]
大園區,大園區,一般,新設,柏油,240,4995,101/05/12,101/05/15,3,13.5,大園區橫峰里大智路85號至大智路85號[旁邊]
楊梅區,楊梅區,一般,檢修,柏油,480,2220,101/05/14,101/05/17,6,6,楊梅區四維里文化街56巷4號[4號前]
平鎮區,平鎮區,一般,搶修,柏油,1220,0,101/04/10,101/04/10,15.25,0,平鎮區新英里新富街118號[118號對面]
蘆竹區,蘆竹區,一般,新設,柏油,192,0,101/06/12,101/06/15,2.4,0,蘆竹區大興一街[與中興六街交叉口旁]
八德區,八德區,一般,新設,柏油,1856,34336,101/05/17,101/05/20,23.2,92.8,八德區大勇里忠勇街[施工地點位於八德市大勇大義社區活動中心前(忠勇街與忠勇街355巷的交叉口)]
觀音區,工務局,一般,新設,柏油,320,11358,101/07/02,101/07/05,4,19.25,觀音區縣道：115號(線)道路3公里+400公尺至3公里+400公尺[新興村文化路石橋段370號邊]
大溪區,大溪區,一般,新設,柏油,256,5550,101/05/28,101/06/01,3.2,15,大溪區美華里[10鄰小角仔12號旁]
觀音區,工務局,一般,檢修,柏油,112,7228,101/04/27,101/04/30,1.4,12.25,觀音區縣道：83號(線)道路6公里+271公尺至6公里+272公尺[新富路富源村富源3鄰42之1號]
大園區,工務局,一般,新設,柏油,256,10325,101/05/22,101/05/25,3.2,17.5,大園區鄉道：26號(線)道路2公里+450公尺至2公里+450公尺[圳頭村9鄰17-10號]
楊梅區,楊梅區,一般,新設,柏油,160,8880,101/05/14,101/05/17,2,24,楊梅區富豐里伯公岡路17鄰段207-6號號
平鎮區,平鎮區,一般,新設,柏油,192,0,101/04/25,101/04/27,2.4,0,平鎮區龍恩里社尾路8-3號
大園區,工務局,一般,新設,柏油,640,20650,101/05/22,101/05/25,8,35,大園區鄉道：43-1號(線)道路1公里+490公尺至1公里+490公尺[溪海村聖德北路75號]
大園區,大園區,一般,新設,柏油,240,4995,101/05/03,101/05/06,3,13.5,大園區五權里大埔路25-4號
中壢區,中壢區,一般,新設,柏油,192,10360,101/05/10,101/05/13,2.4,28,中壢區明德里昆明街89號
中壢區,中壢區,一般,新設,柏油,192,7400,101/05/10,101/05/13,2.4,20,中壢區仁福里華勛街439號
中壢區,工務局,一般,新設,柏油,192,6195,101/06/04,101/06/07,2.4,10.5,中壢區龍平里龍東路234號
大園區,大園區,一般,新設,柏油,640,6660,101/05/03,101/05/06,8,18,大園區橫峰里大成路1段[與青峰路2段交叉]
中壢區,工務局,一般,新設,柏油,192,11151,101/05/22,101/05/25,2.4,18.9,中壢區內厝里中正路4段765號[765號旁]
大園區,大園區,一般,新設,柏油,240,6660,101/04/26,101/04/29,3,18,大園區大園里新生北路111號[大園村新生北路111號旁邊]
龜山區,工務局,一般,新設,柏油,128,7434,101/04/26,101/04/29,1.6,12.6,龜山區鄉道：7號(線)道路4公里+900公尺至4公里+900公尺
中壢區,中壢區,一般,新設,柏油,128,5920,101/05/29,101/06/01,1.6,16,中壢區山東里月桃路2段308巷51號
觀音區,觀音區,一般,新設,柏油,128,0,101/05/18,101/05/21,1.6,0,觀音區上大里上大路107-5號[6鄰上大107-5號]
中壢區,中壢區,一般,新設,柏油,128,5920,101/05/29,101/06/01,1.6,16,中壢區過嶺里松勇路25號
八德區,八德區,一般,遷移,柏油,2816,0,101/05/25,101/05/28,35.2,0,八德區重慶街53巷4號至重慶街53巷10號
新屋區,新屋區,一般,新設,柏油,256,0,101/05/01,101/05/05,3.2,0,新屋區成功路60號[邊]
桃園區,工務局,一般,新設,柏油,384,7080,101/06/19,101/06/22,4.8,12,桃園區縣道：18號(線)道路0公里+995公尺至18公里+1公尺[左側(莊敬路二段90號旁)]
中壢區,中壢區,一般,檢修,柏油,192,91020,101/05/14,101/05/17,2.4,246,"中壢區新明里義民路30號至長安路9號[中壢市義民路30-105號及長安街9,47號]"
中壢區,工務局,一般,檢修,柏油,192,4130,101/04/27,101/04/30,2.4,7,中壢區興仁路2段295號至興仁路2段295號
中壢區,工務局,一般,檢修,柏油,400,11358,101/04/28,101/04/30,5,19.25,中壢區文化路142號[施工地點位於中壢市文化路142號前(桃47號道路5K+840)]
八德區,八德區,一般,檢修,柏油,480,0,101/05/08,101/05/11,6,0,八德區成功街10號至成功街10號[斜對面]
中壢區,中壢區,一般,搶修,柏油,504,14430,100/04/10,101/04/10,6.3,39,中壢區中堅里榮民南路800號[消防隊門口]
八德區,八德區,一般,孔蓋昇降,柏油,576,0,101/05/08,101/05/11,7.2,0,八德區義勇街112號至義勇街120號
中壢區,工務局,一般,新設,柏油,1040,26845,101/04/28,101/04/30,13,45.5,中壢區新中北路2段至興仁路2段[施工地點位於鄉道桃48線3K+150]
中壢區,工務局,一般,新設,柏油,960,24780,101/04/28,101/04/30,12,42,中壢區新中北路2段至榮民路[施工地點位於桃48公路2K+640]
中壢區,中壢區,一般,新設,柏油,384,8880,101/05/03,101/05/06,4.8,24,中壢區文化里吉利十街26號至吉利十街31號
蘆竹區,蘆竹區,一般,新設,柏油,448,0,101/05/17,101/05/20,5.6,0,蘆竹區六福路至六福路
平鎮區,平鎮區,一般,搶修,柏油,306,0,101/04/09,101/04/09,3.83,0,平鎮區新英里新富街120號[120號對面]
楊梅區,楊梅區,一般,新設,柏油,1280,26640,101/05/08,101/05/11,16,72,0公里+0公尺至0公里+0公尺[豐富南路]
楊梅區,平鎮區,一般,新設,柏油,1920,0,101/06/05,101/06/09,24,0,
桃園區,工務局,一般,搶修,柏油,144,4130,101/04/09,101/04/09,1.8,7,桃園區國際路1段682號至國際路1段682號
楊梅區,平鎮區,一般,新設,柏油,1280,0,101/04/30,101/05/03,16,0,楊梅區新富里新富一街5號至中豐路[口]
楊梅區,工務局,一般,新設,柏油,640,11800,101/04/27,101/04/30,8,20,楊梅區縣道：110號(線)道路3公里+759公尺至3公里+769公尺[民富路三段748號邊]
蘆竹區,工務局,一般,新設,柏油,1248,26845,101/05/20,101/05/24,15.6,45.5,蘆竹區鄉道：6號(線)道路3公里+408公尺至3公里+408公尺[蘆竹鄉南竹路二段和奉化路口]
蘆竹區,工務局,一般,新設,柏油,640,20650,101/05/20,101/05/24,8,35,蘆竹區鄉道：6號(線)道路3公里+363公尺至3公里+363公尺[蘆竹鄉南竹路二段61號斜對面]
蘆竹區,工務局,一般,新設,柏油,5680,146615,101/05/09,101/05/13,71,248.5,蘆竹區鄉道：3號(線)道路4公里+733公尺至4公里+793公尺[蘆竹鄉南山路二段486號旁]
桃園區,工務局,一般,新設,柏油,1520,42332,101/05/21,101/05/25,19,71.75,桃園區鄉道：18號(線)道路1公里+359公尺至1公里+375公尺[桃園市莊敬路二段149號旁]
蘆竹區,工務局,一般,遷移,柏油,4000,108412,101/05/20,101/05/24,50,183.75,蘆竹區鄉道：2號(線)道路0公里+432公尺至0公里+477公尺[蘆竹鄉六福路107號前]
中壢區,中壢區,一般,新設,柏油,512,29600,101/05/03,101/05/06,6.4,80,中壢區普忠里新中一街81號至新中一街81號[前]
蘆竹區,工務局,一般,遷移,柏油,160,9292,101/04/27,101/05/01,2,15.75,蘆竹區縣道：110號(線)道路9公里+228公尺至9公里+228公尺[蘆竹鄉大竹路544號旁]
桃園區,工務局,一般,新設,柏油,160,9292,101/08/06,101/08/09,2,15.75,桃園區鄉道：17號(線)道路6公里+43公尺至6公里+43公尺[桃園市同安街456號]
蘆竹區,蘆竹區,一般,搶修,柏油,979,0,101/04/09,101/04/09,12.24,0,蘆竹區南崁路口號至南山路一段口號
大園區,大園區,一般,新設,柏油,800,17760,101/05/10,101/05/13,10,48,大園區春德街至春德街[皇家社區附近]
大園區,大園區,一般,新設,柏油,480,12950,101/05/10,101/05/13,6,35,大園區領航南路路4段390號至領航南路路4段390號[含人行道2M]
大園區,大園區,一般,新設,柏油,2240,77700,101/05/10,101/05/13,28,210,大園區大仁路至大成路[二處含人行道綠地2M]
平鎮區,平鎮區,一般,搶修,柏油,576,0,101/04/07,101/04/07,7.2,0,平鎮區新勢里新榮路16巷6號
平鎮區,平鎮區,一般,新設,柏油,256,0,101/05/01,101/05/01,3.2,0,平鎮區平南里天津街150巷13弄21號至天津街150巷13弄23號
平鎮區,平鎮區,一般,搶修,柏油,288,0,101/04/06,101/04/06,3.6,0,平鎮區高雙里復旦路四段131巷115號
大園區,大園區,一般,新設,柏油,2880,99900,101/05/10,101/05/13,36,270,大園區青昇二街66號至青峰路2段162號[對面二處含人行道7M]
中壢區,中壢區,一般,遷移,柏油,768,44400,101/05/14,101/05/17,9.6,120,中壢區五權里民族路2段232巷12號至民族路2段232巷12號
蘆竹區,蘆竹區,一般,新設,柏油,320,0,101/06/12,101/06/15,4,0,蘆竹區竹中街224號[邊]
大園區,大園區,一般,新設,柏油,1280,44400,101/05/10,101/05/13,16,120,大園區致善路2段至高鐵南路1段[連絡巷]
大園區,大園區,一般,新設,柏油,1200,53280,101/05/10,101/05/13,15,144,大園區致遠街至致遠一路[口]
中壢區,中壢區,一般,新設,柏油,960,34560,101/07/01,101/07/04,12,36,中壢區青埔里青園路至站前西路1段[口人行道]
龜山區,工務局,一般,新設,柏油,461,16933,101/04/25,101/04/28,5.76,28.7,龜山區鄉道：6號(線)道路8公里+800公尺至8公里+800公尺
中壢區,中壢區,一般,新設,柏油,576,21120,101/10/19,101/10/22,7.2,22,中壢區洽溪里民權路4段至永興路[口人行道]
龜山區,工務局,一般,新設,柏油,192,8880,101/04/25,101/04/28,2.4,15.05,龜山區鄉道：6號(線)道路9公里+500公尺至9公里+500公尺
中壢區,中壢區,一般,新設,柏油,384,23680,101/10/28,101/10/31,4.8,64,中壢區芝芭里文明街30號至文明路30號[旁]
八德區,八德區,一般,新設,柏油,1094,0,101/05/28,101/05/31,13.68,0,八德區廣興三路[施工地點位於八德市廣興三路與中正北路的交叉口]
中壢區,中壢區,一般,新設,柏油,384,26640,101/10/17,101/10/20,4.8,72,中壢區新興里自忠二街38號至自忠二街38號[旁]
中壢區,工務局,一般,搶修,柏油,112,7228,101/04/07,101/04/07,1.4,12.25,中壢區縣道：114號(線)道路25公里+50公尺至25公里+50公尺[中山東路二段550號]
蘆竹區,蘆竹區,一般,新設,柏油,192,0,101/06/12,101/06/15,2.4,0,蘆竹區文中路1段[180號邊]
中壢區,中壢區,一般,新設,柏油,3520,114220,101/05/02,101/05/05,44,92,中壢區中央里中央東路112號至中央東路116號[附近]
龍潭區,工務局,一般,新設,柏油,512,16520,101/04/27,101/04/30,6.4,28,龍潭區縣道：113乙號(線)道路1公里+770公尺至1公里+778公尺[龍潭鄉大昌路二段127號對面]
中壢區,中壢區,一般,新設,柏油,1152,22200,101/05/14,101/05/17,14.4,60,中壢區東興里龍岡路2段11號至龍岡路2段11號[旁]
觀音區,觀音區,一般,新設,柏油,2880,0,101/05/10,101/05/13,36,0,觀音區[觀音新坡村14鄰239號旁]
平鎮區,工務局,一般,新設,柏油,1280,64900,101/04/27,101/04/30,16,110,平鎮區縣道：113號(線)道路18公里+50公尺至18公里+70公尺[平鎮市中豐路新富一街口]
中壢區,中壢區,一般,新設,柏油,768,40700,101/04/30,101/05/03,9.6,110,中壢區中壢里中山路386巷至中山路386巷[口]
楊梅區,中壢區,一般,新設,柏油,320,15360,101/08/01,101/08/04,4,16,楊梅區青埔里里青峰路2段42號至青峰路2段42號[旁人行道]
中壢區,工務局,一般,新設,柏油,3200,144550,101/04/27,101/04/30,40,245,中壢區縣道：113號(線)道路16公里+440公尺至16公里+585公尺[中壢市中豐路325號附近]
中壢區,中壢區,一般,新設,柏油,832,36260,101/05/14,101/05/17,10.4,98,中壢區松勇路19號[施工地點於松勇路19號前]
楊梅區,楊梅區,一般,新設,柏油,3840,155400,101/05/21,101/05/24,48,420,楊梅區瑞福街118號至瑞福街86巷27號[兩戶]
中壢區,中壢區,一般,新設,柏油,320,7770,101/05/03,101/05/06,4,21,中壢區中原里文化路130巷8弄9號至文化路130巷8弄9-1號[前]
觀音區,觀音區,一般,新設,柏油,26688,0,101/05/09,101/05/19,333.6,0,觀音區保生村里[2.3.4鄰19~26號]
中壢區,工務局,一般,新設,柏油,1472,40710,101/04/27,101/04/30,18.4,69,中壢區縣道：114號(線)道路25公里+378公尺至25公里+401公尺[中壢市中山東路3段103號旁]
八德區,八德區,一般,新設,柏油,192,0,101/07/01,101/07/04,2.4,0,八德區桃德路[與正福一街交叉口下方約20公尺]
中壢區,工務局,一般,新設,柏油,1024,33040,101/04/27,101/04/30,12.8,56,中壢區縣道：113號(線)道路16公里+650公尺至16公里+674公尺[中豐路408號412號附近]
平鎮區,平鎮區,一般,新設,柏油,7872,0,101/05/01,101/05/04,98.4,0,平鎮區建安里華隆路2號至華隆路2號[前]
中壢區,中壢區,一般,新設,柏油,896,53840,101/04/30,101/05/03,11.2,104,中壢區中壢里中豐路408號至中正路302巷[附近]
中壢區,中壢區,一般,新設,柏油,512,29600,101/05/03,101/05/06,6.4,80,中壢區普強里國泰路10巷3號至國泰路10巷3號[旁]
中壢區,中壢區,一般,新設,柏油,384,5920,101/05/03,101/05/06,4.8,16,中壢區信義里杭州路47號至杭州路47號
大園區,工務局,一般,新設,柏油,640,20650,101/04/23,101/04/26,8,35,大園區五權里五青路56號[桃42線五青路56邊]
新屋區,新屋區,一般,新設,柏油,688,0,101/05/01,101/05/05,8.6,0,新屋區福德路113號[旁]
觀音區,觀音區,一般,新設,柏油,960,0,101/05/10,101/05/13,12,0,觀音區新坡里[觀音新坡村9鄰113-1號]
龍潭區,龍潭區,一般,搶修,柏油,307,10212,101/04/01,101/04/01,3.84,27.6,龍潭區中正路261巷[大同路交叉口]
中壢區,中壢區,一般,搶修,柏油,360,8325,101/04/06,101/04/06,4.5,22.5,中壢區過領里民族路六段576巷143號
蘆竹區,蘆竹區,一般,新設,柏油,600,0,101/05/24,101/05/27,7.5,0,蘆竹區南崁路1段323號[旁邊人行道]
八德區,八德區,一般,搶修,柏油,300,0,101/04/07,101/04/07,3.75,0,八德區榮興路999號至榮興路999號
蘆竹區,蘆竹區,一般,搶修,柏油,528,0,101/04/05,101/04/05,6.6,0,蘆竹區大竹北路483號至大竹北路483號
楊梅區,楊梅區,一般,新設,柏油,640,16280,101/05/29,101/06/01,8,44,楊梅區無里梅獅路2段578巷16弄7號[左]
楊梅區,楊梅區,一般,新設,柏油,5280,124320,101/05/21,101/05/24,66,336,楊梅區無里梅獅路1段159號
楊梅區,楊梅區,一般,新設,柏油,160,13320,101/05/15,101/05/18,2,36,楊梅區無里高獅路677號[邊]
中壢區,中壢區,一般,新設,柏油,1040,22200,101/05/15,101/05/18,13,60,中壢區慈惠三街126巷至慈惠三街108巷[施工地點位於慈惠三街126巷與慈惠三街108巷的交叉口]
八德區,八德區,一般,新設,柏油,1200,0,101/05/28,101/05/31,15,0,八德區廣豐二街至廣豐三街[施工地點位於八德市廣豐二街與廣豐三街的交叉口]
觀音區,觀音區,一般,新設,柏油,256,0,101/04/27,101/04/30,3.2,0,觀音區崙坪里1-34號
中壢區,中壢區,一般,新設,柏油,256,9176,101/05/22,101/05/25,3.2,24.8,中壢區內定里內定十八街100號[100號對面]
中壢區,中壢區,一般,新設,柏油,640,7680,101/05/29,101/06/01,8,8,中壢區青埔里文興路87號[87號邊人行道]
新屋區,新屋區,一般,新設,柏油,128,0,101/06/04,101/06/07,1.6,0,新屋區望間里[13鄰15間15-5號邊]
楊梅區,楊梅區,一般,新設,柏油,128,8880,101/05/14,101/05/17,1.6,24,楊梅區民安路196巷41號至民安路196巷41號
楊梅區,工務局,一般,新設,柏油,192,11358,101/05/07,101/05/10,2.4,19.25,楊梅區縣道：109號(線)道路3公里+310公尺至3公里+310公尺[新屋鄉社子村10鄰番婆文1-4號]
蘆竹區,蘆竹區,一般,新設,柏油,2944,0,101/05/24,101/05/27,36.8,0,蘆竹區長興路3段229巷66號[旁]
大園區,大園區,一般,新設,柏油,400,11100,101/05/17,101/05/20,5,30,大園區平安路143號[旁]
平鎮區,平鎮區,一般,搶修,柏油,200,0,101/04/05,101/04/05,2.5,0,平鎮區東安里平等路120號
中壢區,中壢區,一般,搶修,柏油,168,6475,101/04/05,101/04/05,2.1,17.5,中壢區中榮里博愛一路53號
中壢區,中壢區,一般,搶修,柏油,176,13320,101/04/02,101/04/02,2.2,36,中壢區五福里五榖街30號
中壢區,中壢區,一般,搶修,柏油,400,4440,101/03/29,101/03/29,5,12,中壢區仁義里普義路104巷[口]
楊梅區,中壢區,一般,搶修,柏油,136,8880,101/03/29,101/03/29,1.7,24,楊梅區普仁里三和三街26巷3號
平鎮區,平鎮區,一般,搶修,柏油,1056,0,101/03/29,101/03/29,13.2,0,平鎮區復旦里文化路282巷17弄20號
中壢區,中壢區,一般,搶修,柏油,176,8325,101/03/28,101/03/28,2.2,22.5,中壢區健行里健行路56巷33號
中壢區,中壢區,一般,搶修,柏油,336,8325,101/03/28,101/03/28,4.2,22.5,中壢區永福里南園二路57巷6弄3號
蘆竹區,工務局,一般,新設,柏油,192,11358,101/05/09,101/05/12,2.4,19.25,蘆竹區鄉道：2-1號(線)道路0公里+250公尺至0公里+250公尺[蘆竹鄉赤塗路756號邊]
中壢區,工務局,一般,新設,柏油,1440,42332,101/05/07,101/05/11,18,71.75,中壢區中山路61號[施工地點位於中山路61號前(22.5K至22K+514)]
蘆竹區,蘆竹區,一般,搶修,柏油,320,0,101/04/03,101/04/03,4,0,蘆竹區大興八街22號至大興八街22號[前]
蘆竹區,蘆竹區,一般,搶修,柏油,160,0,101/04/03,101/04/03,2,0,蘆竹區奉化路270-1號至奉化路270-1號[前]
蘆竹區,工務局,一般,搶修,柏油,80,4130,101/04/02,101/04/02,1,7,蘆竹區鄉道：3號(線)道路3公里+600公尺至3公里+600公尺
蘆竹區,蘆竹區,一般,新設,柏油,320,0,101/06/12,101/06/15,4,0,蘆竹區大竹北路937號
八德區,工務局,一般,搶修,柏油,64,7228,101/04/01,101/04/01,0.8,12.25,八德區鄉道：57號(線)道路0公里+450公尺至0公里+450公尺
蘆竹區,蘆竹區,一般,新設,柏油,128,0,101/06/10,101/06/13,1.6,0,蘆竹區南華三街38巷8號[旁]
龍潭區,龍潭區,一般,新設,柏油,256,5661,101/05/08,101/05/11,3.2,15.3,龍潭區龍吟街78巷2號[對面]
大溪區,大溪區,一般,新設,柏油,128,6105,101/05/03,101/05/07,1.6,16.5,大溪區仁德南街[與埔仁路口]
大溪區,大溪區,一般,新設,柏油,102,2220,101/05/03,101/05/07,1.28,6,大溪區仁和路2段459巷23弄7號
中壢區,中壢區,一般,搶修,柏油,540,12025,101/04/03,101/04/03,6.75,32.5,中壢區舊明里長安街1-2號至與1-6號
楊梅區,楊梅區,一般,搶修,柏油,160,5920,101/04/03,101/04/03,2,16,楊梅區梅新里貴山街117號
中壢區,中壢區,一般,新設,柏油,2464,84175,101/05/29,101/06/01,30.8,227.5,中壢區寧夏一街55號至嘉興路[施工地點為寧夏一街巷道內及寧夏一街與嘉興街的交叉口]
蘆竹區,蘆竹區,一般,新設,柏油,192,0,101/06/12,101/06/15,2.4,0,蘆竹區新生路599巷57號
八德區,工務局,一般,搶修,柏油,144,7228,101/04/04,101/04/04,1.8,12.25,八德區新生路311號至新生路311號[桃72鄉道]
蘆竹區,工務局,一般,新設,柏油,640,23748,101/06/04,101/06/07,8,40.25,蘆竹區鄉道：3號(線)道路1公里+400公尺至1公里+400公尺[蘆竹鄉南山北路2段55號]
八德區,八德區,一般,新設,柏油,448,0,101/06/01,101/06/04,5.6,0,八德區聯明街12號
八德區,八德區,一般,新設,柏油,128,0,101/04/27,101/04/30,1.6,0,八德區廣福路91號至廣福路91號[挖掘點:廣福路93巷]
中壢區,工務局,一般,新設,柏油,5760,123900,101/05/07,101/05/11,72,210,中壢區民族路五段[施工地點位於民族路五段與松仁路交叉口(16k+220至16k+280)]
平鎮區,平鎮區,一般,新設,柏油,128,0,101/07/02,101/07/04,1.6,0,平鎮區無里頂好街33巷23號至頂好街33巷23號[旁]
蘆竹區,蘆竹區,一般,新設,柏油,320,0,101/06/12,101/06/15,4,0,蘆竹區上竹三街[與大竹路交叉口]
龜山區,工務局,一般,新設,柏油,512,20856,101/04/24,101/04/27,6.4,35.35,龜山區鄉道：14號(線)道路4公里+750公尺至4公里+750公尺
八德區,八德區,一般,新設,柏油,128,0,101/05/15,101/05/18,1.6,0,八德區忠勇一街39號[對面]
楊梅區,工務局,一般,搶修,柏油,360,7228,101/04/01,101/04/01,4.5,12.25,楊梅區縣道：115號(線)道路10公里+300公尺至10公里+300公尺
中壢區,工務局,一般,遷移,柏油,640,6195,101/06/04,101/06/07,8,10.5,中壢區文中路二段297號[施工地點位於文中路二段297號(笠簥實業公司)門口附近(4K+461至4K+463)]
龜山區,工務局,一般,新設,柏油,416,17759,101/04/24,101/04/27,5.2,30.1,龜山區鄉道：6號(線)道路9公里+100公尺至9公里+100公尺
大溪區,工務局,一般,搶修,柏油,45,7228,101/04/02,101/04/02,0.56,12.25,大溪區鄉道：60號(線)道路1公里+280公尺至1公里+281公尺
龍潭區,龍潭區,一般,新設,柏油,4480,209050,101/05/08,101/05/11,56,565,龍潭區民族路252巷18號至民族路252巷18號
中壢區,工務局,一般,其它,柏油,192,7228,101/05/09,101/05/13,2.4,12.25,中壢區中園路150號[施工地點位於中園路150號對面道路上(8K+560~8K+562)]
中壢區,工務局,一般,新設,柏油,192,7021,101/05/10,101/05/13,2.4,11.9,中壢區五權里中正路1091號[1091號邊]
中壢區,中壢區,一般,新設,柏油,256,8880,101/05/10,101/05/13,3.2,24,中壢區內定里內定八街457號[457號前40公尺]
平鎮區,平鎮區,一般,新設,柏油,192,0,101/05/14,101/05/16,2.4,0,平鎮區中庸路247號至中庸路247號
楊梅區,工務局,一般,新設,柏油,128,10738,101/06/18,101/06/21,1.6,18.2,楊梅區縣道：81號(線)道路2公里+210公尺至2公里+210公尺[和平路415號]
新屋區,新屋區,一般,新設,柏油,192,0,101/05/01,101/05/05,2.4,0,新屋區中華南路2段316巷2號
楊梅區,楊梅區,一般,遷移,柏油,320,28800,101/03/28,101/03/30,4,30,楊梅區中山路123號[前]
八德區,工務局,一般,新設,柏油,256,13422,101/05/09,101/05/12,3.2,22.75,八德區鄉道：53號(線)道路8公里+84公尺至8公里+84公尺[八德市建國路596號旁]
蘆竹區,蘆竹區,一般,抽換,柏油,3008,0,101/08/27,101/08/30,37.6,0,蘆竹區光明路一段[和光復路]
八德區,工務局,一般,新設,柏油,256,13422,101/05/09,101/05/12,3.2,22.75,八德區鄉道：53號(線)道路8公里+70公尺至8公里+70公尺[八德市建國路592號]
蘆竹區,蘆竹區,一般,抽換,柏油,5280,0,101/08/27,101/08/30,66,0,蘆竹區光復路114巷[口至130巷口旁]
蘆竹區,蘆竹區,一般,抽換,柏油,11840,0,101/08/22,101/08/25,148,0,蘆竹區光明路二段125巷
蘆竹區,蘆竹區,一般,抽換,柏油,11920,0,101/08/20,101/08/23,149,0,蘆竹區光明路二段143巷
蘆竹區,蘆竹區,一般,抽換,柏油,11840,0,101/08/15,101/08/18,148,0,蘆竹區光明路二段[和聯福街61號旁]
蘆竹區,蘆竹區,一般,抽換,柏油,11720,0,101/08/13,101/08/16,146.5,0,蘆竹區光明路二段269巷[口至241巷口旁]
蘆竹區,蘆竹區,一般,新設,柏油,7360,0,101/08/26,101/08/29,92,0,蘆竹區南工路一段[和興隆街口]
中壢區,中壢區,一般,新設,柏油,4864,85248,101/05/16,101/05/19,60.8,230.4,中壢區松信二街[施工地點於松信二街與松信路的交叉口]
蘆竹區,蘆竹區,一般,新設,柏油,448,0,101/05/28,101/05/31,5.6,0,蘆竹區五福一路95巷11號[前]
蘆竹區,蘆竹區,一般,新設,柏油,128,0,101/05/10,101/05/13,1.6,0,蘆竹區上興路[與大竹一街交叉口]
蘆竹區,蘆竹區,一般,新設,柏油,3328,0,101/05/28,101/06/01,41.6,0,蘆竹區南工路一段[和南工路一段南工巷口]
蘆竹區,蘆竹區,一般,新設,柏油,2816,0,101/05/06,101/05/09,35.2,0,蘆竹區祥賀街32號[等30戶]
蘆竹區,工務局,一般,搶修,柏油,20,7228,101/03/29,101/03/29,0.25,12.25,蘆竹區鄉道：6號(線)道路3公里+200公尺至3公里+200公尺
八德區,工務局,一般,新設,柏油,256,14868,101/05/09,101/05/12,3.2,25.2,八德區縣道：114號(線)道路30公里+950公尺至30公里+950公尺[八德市興豐路645號]
